Code Famille,Libellé étendu nouvelle nomenclature achat,RFD niveau 2,Type de dépenses,,,,,,,Code Famille,Principales familles utilisées au LKB
EC.35,SERVICES SOCIAUX : ASSISTANTES SOCIALES INTER-ENTREPRISES,F1,64717100,,,,,,,,
EC.36,AUTRES SERVICES SOCIAUX,F3,64717800,,,,,,,,
EC.4,SERVICES DE MEDECINE DU TRAVAIL,,,,,,,,,,
EC.41,MEDECINE DE PREVENTION : PRESTATAIRES MEDICAUX,F1,64716100,,,,,,,,
ED,PROPRIETE INTELLECTUELLE,,,,,,,,,,
ED.0,BREVETS D'INVENTION ET LOGICIELS APP,,,,,,,,,,
ED.01,SERVICES DE DEPOT DE BREVET D'INVENTION ET DE LOGICIELS APP,B13,,,,20580001,,,,,
ED.02,"SERVICES DE PROPRIETE INTELLECTUELLE : BREVET D'INVENTION, GESTION DES ANNUITES",B13,65752000,,,,,,,,
ED.1,AUTRES SERVICES DANS LE DOMAINE DE LA PROPRIETE INTELLECTUELLE,,,,,,,,,,
ED.11,AUTRES SERVICES DE PROPRIETE INTELLECTUELLE (HORS BREVETS D'INVENTION),B13,,,,20800001,,,,,
F,FRET / EXPEDITION / TRANSPORT / DEMENAGEMENT,,,,,,,,,,
FA,"FOURNITURES, CONSOMMABLES ET PETITS EQUIPEMENTS POUR LE TRANSPORT DE MARCHANDISES ET L'AFFRANCHISSEMENT",,,,,,,,,,
FA.0,FOURNITURES ET EQUIPEMENTS POUR L'EMBALLAGE ET LE TRANSPORT,,,,,,,,,,
FA.01,FOURNITURES D'EMBALLAGE ET DE TRANSPORT DE MARCHANDISES ORDINAIRES,A1,60630000,,,,,,,,
FA.02,FOURNITURES D'EMBALLAGE POUR LE TRANSPORT DE MARCHANDISES SPECIFIQUES,A1,60630000,,,,,,,,
FA.03,EQUIPEMENTS POUR LE DEPLACEMENT DE MARCHANDISES ET ACCESSOIRES,B10,60630000,61350000,,21540001,23150001,,,,
FA.1,FOURNITURES ET EQUIPEMENTS POUR L'AFFRANCHISSEMENT,,,,,,,,,,
FA.11,EQUIPEMENTS DE PESEE DU COURRIER ET D'HORODATAGE,A2,60630000,61350000,61220000,21880001,23180001,,,,
FB,SERVICES D'EXPEDITION DU COURRIER ET SERVICES CONNEXES,,,,,,,,,,
FB.0,SERVICES D'EXPEDITION DU COURRIER,,,,,,,,,,
FB.01,COURRIER : COURRIERS ET AFFRANCHISSEMENT ORDINAIRE,A1,62610000,,,,,,,,
FB.02,COURRIER : SERVICES DE COURSIERS ET COURRIERS EXPRESS,A1,62610000,,,,,,,,
FB.1,SERVICES CONNEXES A L'EXPEDITION DE COURRIER,,,,,,,,,,
FB.11,SERVICES DE DISTRIBUTION ET ROUTAGE,A1,62880000,,,,,,,,
FB.12,"SERVICES DE BOITES POSTALES, DE POSTE RESTANTE OU DE REEXPEDITION",A1,62610000,,,,,,,,
FC,SERVICES D'EXPEDITION/TRANSPORT DE MARCHANDISES,,,,,,,,,,
FC.0,SERVICES D'EXPEDITION ORDINAIRE DE MARCHANDISES ET SERVICES CONNEXES,,,,,,,,,,
FC.01,TRANSPORTS ROUTIERS ET URBAINS DE MARCHANDISES (EN AFFRETEMENT),A4,62410000,,,,,,,,
FC.02,TRANSPORTS AERIENS DE MARCHANDISES,A4,62410000,,,,,,,,
FC.03,TRANSPORTS MARITIMES ET FLUVIAUX EN CONTENEURS,A4,62410000,,,,,,,,
FC.04,TRANSPORTS FERROVIAIRES DE MARCHANDISES,A4,62410000,,,,,,,,
FC.05,"SERVICES DES GARES, AEROPORTS, PORTS FLUVIAUX ET MARITIMES,…",A4,62880000,,,,,,,,
FC.1,SERVICES D'EXPEDITION DE MARCHANDISES SPECIALISES,,,,,,,,,,
FC.11,TRANSPORTS SPECIALISES D'ANIMAUX DE LABORATOIRE,B01,62410000,,,,,,,,
FC.12,TRANSPORTS SPECIALISES DE PRODUITS BIOLOGIQUES UN3373,B12,62410000,,,,,,,,
FC.13,TRANSPORTS DE MARCHANDISES DANGEREUSES,B12,62410000,,,,,,,,
FC.14,TRANSPORTS DE PRODUITS INFECTIEUX (CLASSE 6.2),B12,62410000,,,,,,,,
FC.15,AUTRES SERVICES DE TRANSPORT/EXPEDITION SPECIALISES,A4,62410000,,,,,,,,
FD,SERVICES DE DEPLACEMENT ET D'ENTREPOSAGE DE MARCHANDISES,,,,,,,,,,
FD.0,SERVICES DE DEPLACEMENT DE MARCHANDISES ET SERVICES CONNEXES,,,,,,,,,,
FD.01,SERVICES DE DEMENAGEMENT COURANTS,A4,62430000,,,,,,,,
FD.02,SERVICES DE DEMONTAGE ET DE DEMENAGEMENT D'INSTRUMENTS,A4,62430000,,,,,,,,
FD.03,OPERATIONS DE MANUTENTION MECANIQUE DE MATERIEL,A4,62430000,,,,,,,,
FD.1,SERVICES DE GARDE-MEUBLES ET D'ENTREPOT,,,,,,,,,,
FD.11,SERVICES DE GARDE-MEUBLES,A4,62880000,,,,,,,,
FD.12,SERVICES D'ENTREPOT GARDIENNAGE DE MATERIEL,A4,62880000,,,,,,,,
G,GAZ DE LABORATOIRE OU D'ATELIER - CRYOGENIE,,,,,,,,,,
GA,GAZ DE LABORATOIRE OU D'ATELIER - CRYOGENIE : CONSOMMABLES,,,,,,,,,,
GA.0,GAZ D'ATELIER OU DE LABORATOIRE DE QUALITE INDUSTRIELLE CONDITIONNES EN BOUTEILLES,,,,,,,,,,
GA.01,ACETYLENE DE QUALITE INDUSTRIELLE EN BOUTEILLE,B03,60670000,,,,,,,,
GA.02,AIR SYNTHETIQUE DE QUALITE INDUSTRIELLE EN BOUTEILLE,B03,60670000,,,,,,,,
GA.03,ARGON DE QUALITE INDUSTRIELLE EN BOUTEILLE,B03,60670000,,,,,,,,
GA.04,AZOTE DE QUALITE INDUSTRIELLE EN BOUTEILLE,B03,60670000,,,,,,,,
GA.05,DIOXYDE DE CARBONE DE QUALITE INDUSTRIELLE EN BOUTEILLE,B03,60670000,,,,,,,,
GA.06,HELIUM DE QUALITE INDUSTRIELLE EN BOUTEILLE,B03,60670000,,,,,,,,
GA.07,HYDROGENE DE QUALITE INDUSTRIELLE EN BOUTEILLE,B03,60670000,,,,,,,,
GA.08,OXYGENE DE QUALITE INDUSTRIELLE EN BOUTEILLE,B03,60670000,,,,,,,,
GA.09,AUTRES GAZ SIMPLES OU EN MELANGE DE QUALITE INDUSTRIELLE EN BOUTEILLE,B03,60670000,,,,,,,,
GA.1,GAZ DE LABORATOIRE SIMPLES DE TRES HAUTE PURETE,,,,,,,,,,
GA.11,ARGON DE TRES HAUTE PURETE (SUPERIEURE A 5.0) EN BOUTEILLE,B03,60670000,,,,,,,,
GA.12,AZOTE DE TRES HAUTE PURETE (SUPERIEURE A 5.0) EN BOUTEILLE,B03,60670000,,,,,,,,
GA.13,DIOXYDE DE CARBONE DE HAUTE PURETE (PURETE SUPERIEURE A D.0) EN BOUTEILLE,B03,60670000,,,,,,,,
GA.14,"GAZ RARES DE TRES HAUTE PURETE (NEON, XENON, KRYPTON,...) EN BOUTEILLE",B03,60670000,,,,,,,,
GA.15,HELIUM DE HAUTE PURETE (PURETE SUPERIEURE A 5.0) EN BOUTEILLE,B03,60670000,,,,,,,,
GA.16,GAZ FLUORES OU CHLORES DE TRES HAUTE PURETE (SUPERIEURE A D.0) EN BOUTEILLE,B03,60670000,,,,,,,,
GA.17,HYDROGENE DE HAUTE PURETE (PURETE SUPERIEURE A 5.0) EN BOUTEILLE,B03,60670000,,,,,,,,
GA.18,OXYGENE DE HAUTE PURETE (PURETE SUPERIEURE A 4.5) EN BOUTEILLE,B03,60670000,,,,,,,,
GA.19,AUTRES GAZ NON MELANGES HAUTE PURETE EN BOUTEILLE,B03,60670000,,,,,,,,
GA.2,GAZ DE LABORATOIRE EN MELANGE DE TRES HAUTE PURETE,,,,,,,,,,
GA.21,MELANGES DE GAZ SCIENTIFIQUES DE HAUTE PURETE EN BOUTEILLE,B03,60670000,,,,,,,,
GA.3,GAZ MEDICAUX,,,,,,,,,,
GA.31,GAZ MEDICAUX ,B03,60670000,,,,,,,,
GA.4,PRESTATIONS CONNEXES A L'ACHAT DE GAZ CONDITIONNES EN BOUTEILLES,,,,,,,,,,
GA.41,"PRESTATIONS CONNEXES A L'ACHAT DE GAZ EN BOUTEILLES (LOCATION DE BOUTEILLES,…)",B03,,61350000,,,,,,,
GA.5,GAZ ET CRYOGENIE : GAZ LIQUIDES ET SOLIDES EN VRAC,,,,,,,,,,
GA.51,AZOTE LIQUIDE EN VRAC,B03,60670000,,,,,,,,
GA.52,HELIUM LIQUIDE EN VRAC,B03,60670000,,,,,,,,
GA.53,ARGON EN VRAC,B03,60670000,,,,,,,,
GA.54,OXYGENE EN VRAC,B03,60670000,,,,,,,,
GA.55,GLACE CARBONIQUE (HORS TRANSPORT DE PRODUITS BIOLOGIQUES),B03,60688000,,,,,,,,
GA.6,PRESTATIONS CONNEXES A L'ACHAT DE GAZ LIQUIDES ET SOLIDES EN VRAC,,,,,,,,,,
GA.61,PRESTATIONS CONNEXES A L'ACHAT DE GAZ LIQUIDES ET SOLIDES EN VRAC,B03,62880000,61350000,61220000,,,,,,
GB,"GAZ DE LABORATOIRE OU D'ATELIER : MATERIEL DE GENERATION, STOCKAGE, DISTRIBUTION ET ANALYSE DES GAZ",,,,,,,,,,
GB.0,"MATERIEL DE GENERATION, TRAITEMENT ET PREPARATION DES GAZ",,,,,,,,,,
GB.01,"GENERATEURS DE GAZ (AIR, AZOTE, HYDROGENE, OXYGENE,…)",B04,,,,21540001,23150001,,,,
GB.02,"MATERIEL DE TRAITEMENT ET PURIFICATION DES GAZ (COMPRESSEURS, SECHEURS,…)",B04,,,,21540001,23150001,,,,
GB.03,LIQUEFACTEURS ET ACCESSOIRES,B04,,,,21540001,23150001,,,,
GB.04,"MATERIEL DE PREPARATION DES GAZ (REALISATION DE MELANGES,…)",B04,,,,21540001,23150001,,,,
GB.1,MATERIEL DE STOCKAGE ET DE DISTRIBUTION DES GAZ ET PRODUITS CRYOGENIQUES,,,,,,,,,,
GB.11,MATERIEL DE STOCKAGE DES GAZ ET PRODUITS CRYOGENIQUES,B04,60670000,,,21540001,23150001,,,,
GB.12,MATERIEL DE DISTRIBUTION DES GAZ ET PRODUITS CRYOGENIQUES,B04,60670000,,,21540001,23150001,,,,
GB.13,CRYOGENERATEURS ET CRYOSTATS (HORS MICROSCOPIE ET RMN),B04,,,,21540001,23150001,,,,
GB.2,INSTRUMENTS POUR L'ANALYSE DES GAZ,,,,,,,,,,
GB.21,INSTRUMENTS POUR L'ANALYSE DES GAZ (HORS RGA),B08,,,,21540001,,,,,
GC,GAZ DE LABORATOIRE OU D'ATELIER - CRYOGENIE : REPARATION ET MAINTENANCE DES EQUIPEMENTS,,,,,,,,,,
GC.0,"REPARATION ET MAINTENANCE DES EQUIPEMENTS DE GENERATION, STOCKAGE ET DISTRIBUTION DES GAZ",,,,,,,,,,
GC.01,REPARATION ET MAINTENANCE DES EQUIPEMENTS DE GENERATION ET TRAITEMENT DES GAZ,B04,61550000,,,21540001,,,,,
GC.02,REPARATION ET MAINTENANCE DES EQUIPEMENTS DE STOCKAGE ET DISTRIBUTION DES GAZ,B04,61550000,,,21540001,,,,,
GC.03,REPARATION ET MAINTENANCE DES CRYOGENERATEURS ET CRYOSTATS,B04,61550000,,,21540001,,,,,
H,HYGIENE ET SECURITE AU TRAVAIL,,,,,,,,,,
HA,SECURITE AU TRAVAIL : CONSOMMABLES ET EQUIPEMENTS DE PROTECTION INDIVIDUELS ET COLLECTIFS,,,,,,,,,,
HA.0,SECURITE AU TRAVAIL : CONSOMMABLES ET EQUIPEMENTS DE PROTECTION INDIVIDUELLE,,,,,,,,,,
HA.01,EPI : GANTS A USAGE UNIQUE,B12,60650000,,,,,,,,
HA.02,"EPI : AUTRES EPI JETABLES (BLOUSES, SURCHAUSSES, CHARLOTTES, MASQUES…)",B12,60650000,,,,,,,,
HA.03,EPI : BLOUSES ET AUTRES VETEMENTS DE LABORATOIRE REUTILISABLES,B12,60650000,,,,,,,,
HA.04,EPI : VETEMENTS DE TRAVAIL ET DE PROTECTION COURANTS (HORS LABORATOIRE),B12,60650000,61350000,,,,,,,
HA.05,"EPI : ACCESSOIRES (LUNETTES, CASQUES, ETC…)",B12,60650000,61350000,,,,,,,
HA.06,EQUIPEMENTS ET VETEMENTS DE PROTECTION ET SECURITE INDIVIDUELLE SPECIAUX,B12,60650000,61350000,,,,,,,
HA.07,EQUIPEMENTS DE RADIOPROTECTION INDIVIDUELLE,B12,60670000,61350000,,21540001,23150001,,,,
HA.1,SECURITE AU TRAVAIL : CONSOMMABLES ET PETITS EQUIPEMENTS COLLECTIFS,,,,,,,,,,
HA.11,"CONSOMMABLES POUR RECEPTION DES DECHETS (ABSORBANTS, RECIPIENTS,…)",B12,60670000,,,,,,,,
HA.12,"PETIT MATERIEL DE SECURITE COLLECTIVE (SIGNALETIQUE, DETECTEURS…)",B12,60670000,61350000,,21540001,23150001,,,,
HA.2,SECURITE AU TRAVAIL : EQUIPEMENTS DE SECURITE COLLECTIFS,,,,,,,,,,
HA.21,ARMOIRES DE SECURITE ET RANGEMENTS,B04,60670000,61350000,,21540001,23150001,,,,
HA.22,ENCEINTES DE CONFINEMENT DES SUBST. DANGEREUSES ET CONSOMM. ASSOCIES,B04,60670000,61350000,,21540001,23150001,,,,
HA.23,POSTES DE SECURITE MICROBIOLOGIQUES (PSM) - HOTTES ET CONSOMMABLES ASSOCIES,B04,60670000,61350000,,21540001,23150001,,,,
HA.24,SECURITE AU TRAVAIL : AUTRES EQUIPEMENTS SPECIAUX ET CONSOMMABLES ASSOCIES,B12,60670000,61350000,,21540001,23150001,,,,
HB,"SECURITE AU TRAVAIL : REPARATION, MAINTENANCE ET VERIFICATION DES EQUIPEMENTS DE SANTE ET SECURITE",,,,,,,,,,
HB.0,"SECURITE AU TRAVAIL : REPARATION, MAINTENANCE, VERIFICATION DES EQUIPEMENTS DE SANTE ET SECURITE",,,,,,,,,,
HB.01,"SECURITE AU TRAVAIL : REPARATION, MAINTENANCE ET VERIFICATION DES HOTTES ET PSM",B04,61550000,,,21540001,,,,,
HB.02,SECURITE AU TRAVAIL : MAINTENANCE ET VERIF. DES AUTRES EQUIP. DE PROTECTION,B05,61550000,,,21540001,,,,,
HC,SECURITE AU TRAVAIL : SERVICES,,,,,,,,,,
HC.0,SECURITE AU TRAVAIL : SERVICES D'ENTRETIEN DES VETEMENTS DE PROTECTION INDIVIDUELLE,,,,,,,,,,
HC.01,SERVICES DE LOCATION ET ENTRETIEN DES BLOUSES DE LABORATOIRE,B12,62820000,,,,,,,,
HC.02,SERVICES DE LOCATION ET ENTRETIEN AUTRES VETEMENTS DE PROTECTION INDIVIDUELLE,B12,62820000,,,,,,,,
I,INFORMATIQUE - TELECOMMUNICATIONS - AUDIOVISUEL,,,,,,,,,,
IA,"INFORMATIQUE : EQUIPEMENTS, CONSOMMABLES ET PIECES DETACHEES POUR L'INFORMATIQUE",,,,,,,,,,
IA.0,INFORMATIQUE : ORDINATEURS FIXES,,,,,,,,,,
IA.01,MICRO-ORDINATEURS ET STATIONS DE TRAVAIL FIXES,D3,60630000,61350000,61220000,21830001,23180001,,,,
IA.1,INFORMATIQUE : APPAREILS MOBILES,,,,,,,,,,
IA.11,ORDINATEURS PORTABLES,D3,60630000,61350000,61220000,21830001,23180001,,,,
IA.12,AUTRES APPAREILS MOBILES (TABLETTES ET ORDINATEURS ULTRAPORTABLES),D3,60630000,61350000,61220000,21830001,23180001,,,,
IA.2,"INFORMATIQUE : PERIPHERIQUES, ACCESSOIRES ET CONSOMMABLES",,,,,,,,,,
IA.21,IMPRIMANTES ,D3,60630000,61350000,61220000,21830001,23180001,,,,
IA.22,CONSOMMABLES POUR IMPRIMANTES,D2,60630000,,,,,,,,
IA.23,PETITES FOURNITURES POUR LE STOCKAGE EXTERNE DES DONNEES,D2,60630000,,,,,,,,
IA.24,"AUTRE MATERIEL INFORMATIQUE PERIPHERIQUE (ECRANS, CLAVIERS, SOURIS,…)",D2,60630000,,,21830001,,,,,
IA.25,COMPOSANTS INTERNES POUR ORDINATEURS,D2,60630000,,,21830001,23180001,,,,
IA.3,INFORMATIQUE : SERVEURS,,,,,,,,,,
IA.31,SERVEURS D'APPLICATIONS,D3,,61350000,61220000,21830001,23180001,,,,
IA.32,SYSTEMES POUR LE STOCKAGE ET LA SAUVEGARDE DE DONNEES,D3,,61350000,61220000,21830001,23180001,,,,
IA.33,SERVEURS POUR LE CALCUL OU L'EXPLOITATION DE DONNEES SCIENTIFIQUES,D3,,61350000,61220000,21830001,23180001,,,,
IA.34,"SERVEURS HAUTES PERFORMANCES, SUPER CALCULATEURS ",D3,,61350000,61220000,21830001,23180001,,,,
IA.4,INFORMATIQUE: EQUIPEMENTS POUR RESEAUX INFORMATIQUES / TELECOM,,,,,,,,,,
IA.41,RESEAUX : PETITS EQUIPEMENTS DE RESEAUX INFORMATIQUES,D2,60630000,61350000,61220000,21830001,23180001,,,,
IA.42,RESEAUX : EQUIPEMENTS DE RESEAUX INFORMATIQUES,D3,60630000,61350000,61220000,21830001,23180001,,,,
IA.43,RESEAUX : EQUIPEMENTS DE TRANSMISSION DE DONNEES SANS FIL (dont bornes Wi-Fi),D3,60630000,61350000,61220000,21830001,23180001,,,,
IA.44,RESEAUX : EQUIPEMENTS DE SUPERVISION ET METROLOGIE,D3,60630000,61350000,61220000,21830001,23180001,,,,
IA.45,RESEAUX : ANALYSEURS,D3,60630000,61350000,61220000,21830001,23180001,,,,
IA.46,"CONCEPTION, REALISATION DE RESEAUX INFORMATIQUES",D4,60688000,,,21830001,23180001,,,,
IA.5,INFORMATIQUE : SYSTEMES SPECIALISES,,,,,,,,,,
IA.51,INFORMATIQUE : SYSTEMES DE SORTIE POUR LA REALITE VIRTUELLE,D3,60630000,61350000,61220000,21530001,23150001,,,,
IA.52,INFORMATIQUE : CALCULATEURS EMBARQUES,D3,60630000,61350000,61220000,21530001,23150001,,,,
IA.53,INFORMATIQUE : ROBOTS PROTOTYPES,D3,60630000,61350000,61220000,21530001,23150001,,,,
IA.54,INFORMATIQUE : AUTRES SYSTEMES DE PILOTAGE,D3,60630000,61350000,61220000,21530001,23150001,,,,
IA.55,INFORMATIQUE : CAPTEURS POUR LA REALITE VIRTUELLE,D3,60630000,61350000,61220000,21530001,23150001,,,,
IA.56,INFORMATIQUE : CAPTEURS POUR LA ROBOTIQUE,D3,60630000,61350000,61220000,21530001,23150001,,,,
IA.57,INFORMATIQUE : ACTIONNEURS,D3,60630000,61350000,61220000,21530001,23150001,,,,
IB,INFORMATIQUE : LOGICIELS STANDARDS ET SPECIFIQUES,,,,,,,,,,
IB.0,LOGICIELS POUR SYSTEME ET RESEAUX : DROITS ET MAINTENANCE,,,,,,,,,,
IB.01,DROITS D'UTILISATION DE LOGICIELS STANDARDS POUR SYSTEME ET RESEAUX,D2,60681000,,,20530001,23200001,,,,
IB.02,DROITS D'UTILISATION DE LOGICIELS SPECIFIQUES POUR SYSTEME ET RESEAUX,D2,60681000,,,20530001,23200001,,,,
IB.03,MAINTENANCE DES LOGICIELS POUR SYSTEME ET RESEAUX,D1,61550000,,,20530001,,,,,
IB.1,LOGICIELS BUREAUTIQUES : DROITS ET MAINTENANCE,,,,,,,,,,
IB.11,DROITS D'UTILISATION DE LOGICIELS STANDARDS DE BUREAUTIQUE,D2,60681000,,,20530001,23200001,,,,
IB.12,DROITS D'UTILISATION DE LOGICIELS SPECIFIQUES DE BUREAUTIQUE,D2,60681000,,,20530001,23200001,,,,
IB.13,MAINTENANCE DES LOGICIELS DE BUREAUTIQUE,D1,61550000,,,20530001,,,,,
IB.2,LOGICIELS POUR LE DEVELOPPEMENT : DROITS ET MAINTENANCE,,,,,,,,,,
IB.21,DROITS D'UTILISATION DE LOGICIELS STANDARDS DE DEVELOPPEMENT,D2,60681000,,,20530001,23200001,,,,
IB.22,DROITS D'UTILISATION DE LOGICIELS SPECIFIQUES DE DEVELOPPEMENT,D2,60681000,,,20530001,23200001,,,,
IB.23,MAINTENANCE DES LOGICIELS DE DEVELOPPEMENT,D1,61550000,,,20530001,,,,,
IB.3,AUTRES LOGICIELS : DROITS ET MAINTENANCE,,,,,,,,,,
IB.31,DROITS D'UTIL. DES AUTRES LOGICIELS SCIENTIFIQUES,D2,60681000,,,20530001,23200001,,,,
IB.32,DROITS D'UTILISATION DES AUTRES LOGICIELS,D2,60681000,,,20530001,23200001,,,,
IB.33,MAINTENANCE DES AUTRES LOGICIELS SCIENTIFIQUES,D1,61550000,,,20530001,,,,,
IB.34,MAINTENANCE DES AUTRES LOGICIELS,D1,61550000,,,20530001,,,,,
IC,"INFORMATIQUE : MAINTENANCE, ENTRETIEN ET REPARATION DES EQUIPEMENTS INFORMATIQUES",,,,,,,,,,
IC.0,MAINTENANCE ET REPARATION DES ORDINATEURS,,,,,,,,,,
IC.01,"MAINTENANCE ET REPARATION DES MICRO-ORDINATEURS, STATIONS DE TRAVAIL FIXES",D1,61550000,,,21830001,,,,,
IC.02,MAINTENANCE ET REPARATION DES APPAREILS MOBILES,D1,61550000,,,21830001,,,,,
IC.1,MAINTENANCE ET REPARATION DES PERIPHERIQUES INFORMATIQUES,,,,,,,,,,
IC.11,MAINTENANCE ET REPARATION DES PERIPHERIQUES INFORMATIQUES,D1,61550000,,,21830001,,,,,
IC.2,MAINTENANCE ET REPARATION DES SERVEURS,,,,,,,,,,
IC.21,MAINTENANCE ET REPARATION DES SERVEURS D'APPLICATIONS,D1,61550000,,,21830001,,,,,
IC.22,MAINTENANCE ET REPARATION DES SYST. DE STOCKAGE ET DE SAUVEGARDE DE DONNEES,D1,61550000,,,21830001,,,,,
IC.23,MAINTENANCE ET REPARATION SERVEURS DE CALCUL OU D'EXPLOIT. DE DONNEES SCIENTIF.,D1,61550000,,,21830001,,,,,
IC.24,"MAINTENANCE ET REPARATION DES SERVEURS HAUTE PERFORMANCE, SUPER CALCULATEURS",D1,61550000,,,21830001,,,,,
IC.3,MAINTENANCE ET REPARATION DES RESEAUX INFORMATIQUES,,,,,,,,,,
IC.31,MAINTENANCE ET REPARATION DES EQUIPEMENTS DE RESEAUX INFORMATIQUES ,D1,61550000,,,21830001,,,,,
IC.4,MAINTENANCE ET REPARATION DES SYSTEMES SPECIALISES,,,,,,,,,,
IC.41,MAINTENANCE ET REPARATION DES SYSTEMES SPECIALISES,D1,61550000,,,21530001,,,,,
ID,INFORMATIQUE : SERVICES,,,,,,,,,,
ID.0,INFORMATIQUE : SERVICES RELATIFS AUX RESEAUX,,,,,,,,,,
ID.01,INFORMATIQUE : PRESTATIONS D'ADMINISTRATION ET EXPLOITATION DE SERVICES RESEAUX,D4,62880000,,,,,,,,
ID.1,INFORMATIQUE : AUTRES SERVICES,,,,,,,,,,
ID.11,INFORMATIQUE : SCHEMA DIRECTEUR ET AUDIT,D4,62260000,,,,,,,,
ID.12,INFORMATIQUE : ASSISTANCE A MAITRISE D'OUVRAGE,D4,62260000,,,21830001,23180001,,,,
ID.13,INFORMATIQUE : ASSISTANCE A MAITRISE D'ŒUVRE,D4,62260000,,,21830001,23180001,,,,
ID.14,INFORMATIQUE : TRAITEMENTS INFORMATIQUES,D4,62880000,,,,,,,,
ID.15,INFORMATIQUE : INFOGERANCE DE SYSTEMES D'INFORMATION,D4,62880000,,,,,,,,
ID.16,INFORMATIQUE : DEVELOPPEMENTS D'APPLICATION DE SYSTEMES D'INFORMATION ,D4,60681000,,,20530001,23200001,,,,
ID.17,INFORMATIQUE : DEVELOPPEMENTS D'APPLICATION A USAGE SCIENTIFIQUE,D4,,,,20530001,23200001,,,,
IE,"AUDIOVISUEL : EQUIPEMENTS, CONSOMMABLES ET PIECES DETACHEES",,,,,,,,,,
IE.0,AUDIOVISUEL : EQUIPEMENTS DE PRODUCTION AUDIOVISUELLE,,,,,,,,,,
IE.01,APPAREILS DE PRODUCTION AUDIOVISUELLE ,C3,60630000,61350000,61220000,21880001,23180001,,,,
IE.02,EQUIPEMENTS DE VISIOCONFERENCE,D3,60630000,61350000,61220000,21880001,23180001,,,,
IE.1,AUDIOVISUEL : PIECES DETACHEES ET CONSOMMABLES POUR L'AUDIOVISUEL,,,,,,,,,,
IE.11,PIECES DETACHEES POUR L'AUDIOVISUEL,C3,60630000,,,21540001,23150001,,,,
IE.12,CONSOMMABLES POUR L'AUDIOVISUEL (HORS CONSOMMABLES INFORMATIQUES),C3,60630000,,,,,,,,
IE.2,AUDIOVISUEL : EQUIPEMENTS ET CONSOMMABLES POUR LE SON,,,,,,,,,,
IE.21,"APPAREILS DE RECEPTION, ENREGISTREMENT OU REPRODUCTION DU SON ",C3,60630000,61350000,61220000,21880001,23180001,,,,
IE.22,"CONSOMMABLES POUR APPAREILS DE RECEP., ENREG. OU REPRO. DU SON",C3,60630000,,,,,,,,
IE.23,"APPAREILS PROFESSIONNELS DE RECEPT., ENREG. OU REPROD. DU SON (BROADCAST)",C3,60670000,61350000,61220000,21880001,23180001,,,,
IE.3,AUDIOVISUEL : EQUIPEMENTS ET CONSOMMABLES POUR L'IMAGE,,,,,,,,,,
IE.31,APPAREILS DE RECEPTION ENREGISTREMENT REPRODUCTION IMAGE,A2,60630000,61350000,61220000,21880001,23180001,,,,
IE.32,VIDEOPROJECTEURS,A2,60630000,61350000,61220000,21880001,23180001,,,,
IE.33,TABLEAUX BLANCS INTERACTIFS,A2,60630000,61350000,61220000,21880001,23180001,,,,
IE.34,"CONSOMMABLES POUR APPAREILS DE RECEPT., ENREG. OU REPROD. DE L'IMAGE ",B02,60630000,,,,,,,,
IE.35,"APPAREILS PROFESSIONNELS DE RECEP., ENREG. OU REPROD. DE L'IMAGE (BROADCAST)",B02,60630000,61350000,61220000,21880001,23180001,,,,
IE.36,MATERIEL PHOTOGRAPHIQUE,B02,60630000,61350000,61220000,21880001,23180001,,,,
IE.37,PREPARATIONS ET PRODUITS DE LABORATOIRE POUR LA PHOTOGRAPHIE ,B02,60630000,,,,,,,,
IE.4,AUDIOVISUEL : EQUIPEMENTS ET CONSOMMABLES CINEMATOGRAPHIQUES,,,,,,,,,,
IE.41,MATERIEL CINEMATOGRAPHIQUE,A2,60630000,61350000,61220000,21880001,23180001,,,,
IE.42,"PLAQUES, PELLICULES, FILMS ET SURFACES SENSIBLES POUR LE CINEMA",A2,60630000,,,21880001,23180001,,,,
IE.43,PREPARATIONS ET PRODUITS DE LABORATOIRE POUR LE CINEMA,A2,60630000,,,,,,,,
IF,"AUDIOVISUEL : MAINTENANCE, ENTRETIEN ET REPARATION DES EQUIPEMENTS AUDIOVISUELS",,,,,,,,,,
IF.0,MAINTENANCE ET REPARATION DES EQUIPEMENTS AUDIOVISUELS,,,,,,,,,,
IF.01,MAINTENANCE ET REPAR. D'APPAREILS DE PRODUCTION AUDIOVISUELLE,C3,61550000,,,21880001,,,,,
IF.02,"MAINTENANCE ET REPAR. DES APPAREILS DE RECEPT., ENREG. OU REPROD. DU SON",C3,61550000,,,21880001,,,,,
IF.03,"MAINTENANCE ET REPAR. DES APPAREILS PROFES. DE RECEP., ENREG. OU REPROD. DU SON",C3,61550000,,,21880001,,,,,
IF.04,MAINTENANCE ET REPAR. DES APPAREILS DE RECEPT. ENREG. OU REPROD. DE L'IMAGE,C3,61550000,,,21880001,,,,,
IF.05,"MAINTENANCE ET REPAR. DES APPAR. PROFES. DE RECEP., ENREG. OU REPROD. DE L'IMAGE",C3,61550000,,,21880001,,,,,
IF.06,MAINTENANCE ET REPAR. DU MATERIEL PHOTOGRAPHIQUE,C3,61550000,,,21880001,,,,,
IF.07,MAINTENANCE ET REPAR. DU MATERIEL CINEMATOGRAPHIQUE,C3,61550000,,,21880001,,,,,
